"Name","Platform","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales"
"Best Friends Tonight","DS",2010,"Misc","Ubisoft",0.03,0.0,0.0,0.0,0.03
"Living Legends: Frozen Beauty","PC",2014,"Action","Big Fish Games",0.0,0.03,0.0,0.0,0.03
"Super Hero Generation","PS3",2014,"Role-Playing","Namco Bandai Games",0.0,0.0,0.03,0.0,0.03
".hack: Sekai no Mukou ni + Versus","PS3",2012,"Action","Namco Bandai Games",0.0,0.0,0.03,0.0,0.03
"Sea Park Tycoon","DS",2010,"Simulation","Foreign Media Games",0.02,0.01,0.0,0.0,0.03
"Cooking Mama 5: Bon Appetit!","3DS",2013,"Simulation","Office Create",0.0,0.0,0.03,0.0,0.03
"Nancy Drew: Alibi In Ashes","PC",2011,"Adventure","Her Interactive",0.03,0.0,0.0,0.0,0.03
"The Walking Dead: Season One","PC",2012,"Adventure","Avanquest Software",0.0,0.03,0.0,0.01,0.03
"Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice","PSV",2013,"Strategy","Namco Bandai Games",0.0,0.0,0.03,0.0,0.03
"Medarot 9: Kabuto Ver. / Kuwagata Ver.","3DS",2015,"Role-Playing","Rocket Company",0.0,0.0,0.03,0.0,0.03
"Foto Showdown","DS",2010,"Role-Playing","Unknown",0.03,0.0,0.0,0.0,0.03
"Accel World: Ginyoku no Kakusei","PS3",2012,"Adventure","Namco Bandai Games",0.0,0.0,0.03,0.0,0.03
"Metroid Prime: Federation Force","3DS",2016,"Action","Nintendo",0.02,0.01,0.01,0.0,0.03
"Sonic Boom: Fire & Ice","3DS",2016,"Platform","Sega",0.03,0.0,0.0,0.0,0.03
"Hallowed Legends: Samhain","PC",2011,"Adventure","Focus Home Interactive",0.0,0.02,0.0,0.01,0.03
"Captain Morgane and the Golden Turtle","DS",2012,"Adventure","Reef Entertainment",0.0,0.03,0.0,0.0,0.03
"Sekai no Hate Made Itte Q! Chinjuu Hunter Mono no Daibouken","DS",2010,"Misc","Kamui",0.0,0.0,0.03,0.0,0.03
"Silverlicious","DS",2012,"Action","N/A",0.03,0.0,0.0,0.0,0.03
"Gakusen Toshi Asterisk Festa: Houka Kenran","PSV",2016,"Fighting","Namco Bandai Games",0.0,0.0,0.03,0.0,0.03
"Toriko: Ultimate Survival","3DS",2013,"Action","Namco Bandai Games",0.0,0.0,0.03,0.0,0.03
"Monster High: New Ghoul in School","Wii",2015,"Action","Little Orbit",0.0,0.03,0.0,0.0,0.03
"Onna no Ko to Misshitsu ni Itara **shichau Kamoshirenai","3DS",2012,"Adventure","D3Publisher",0.0,0.0,0.03,0.0,0.03
"East India Company Collection","PC",2010,"Misc","Paradox Interactive",0.0,0.03,0.0,0.0,0.03
"Battle vs. Chess","X360",2011,"Misc","TopWare Interactive",0.0,0.03,0.0,0.0,0.03
"The Inner World","PC",2013,"Adventure","Headup Games",0.0,0.03,0.0,0.0,0.03
"Accel World: Ginyoku no Kakusei","PSP",2012,"Adventure","Namco Bandai Games",0.0,0.0,0.03,0.0,0.03
"Classic Dungeon: Fuyoku no Masoujin","PSP",2010,"Role-Playing","Nippon Ichi Software",0.0,0.0,0.03,0.0,0.03
"Dragon's Dogma Online","PS3",2015,"Role-Playing","Capcom",0.0,0.0,0.03,0.0,0.03
"River City Super Sports Challenge","DS",2010,"Sports","Arc System Works",0.01,0.0,0.02,0.0,0.03
"Exstetra","PSV",2013,"Role-Playing","FuRyu",0.0,0.0,0.03,0.0,0.03
"Gokujou!! Mecha Mote Iinchou: MM My Best Friend!","DS",2010,"Simulation","Konami Digital Entertainment",0.0,0.0,0.03,0.0,0.03
"Atelier Sophie: The Alchemist of the Mysterious Book","PS3",2015,"Role-Playing","Tecmo Koei",0.0,0.0,0.03,0.0,0.03
"Sorcery Saga: The Curse of the Great Curry God","PSV",2013,"Role-Playing","Rising Star Games",0.0,0.0,0.03,0.0,0.03
"SingStar Fussballhits","PS3",2010,"Misc","Sony Computer Entertainment",0.0,0.02,0.0,0.01,0.03
"A Good Librarian Like a Good Shepherd: Library Party","PSV",2015,"Action","Kaga Create",0.0,0.0,0.03,0.0,0.03
"LEGO Legends of Chima: Laval's Journey","DS",2013,"Adventure","Unknown",0.0,0.03,0.0,0.0,0.03
"Chaos;Head - Love Chu*Chu!","X360",2010,"Adventure","5pb",0.0,0.0,0.03,0.0,0.03
"Gal Gun: Double Peace","PSV",2015,"Action","PQube",0.0,0.02,0.01,0.0,0.03
"PriPara & Pretty Rhythm: PriPara de Tsukaeru Oshare Item 1450!","3DS",2015,"Action","Namco Bandai Games",0.0,0.0,0.03,0.0,0.03
"Toaru Majutsu no Kagaku no Ensemble","PSP",2013,"Adventure","Namco Bandai Games",0.0,0.0,0.03,0.0,0.03
"Super Meat Boy: Ultra Edition!","PC",2011,"Platform","Unknown",0.0,0.02,0.0,0.01,0.03
"Brothers Conflict: Brilliant Blue","PSP",2013,"Adventure","Idea Factory",0.0,0.0,0.03,0.0,0.03
"JoJo's Bizarre Adventure: Eyes of Heaven","PS3",2015,"Fighting","Namco Bandai Games",0.0,0.0,0.03,0.0,0.03
"Hajime no Ippo: The Fighting! (2014)","PS3",2014,"Sports","Namco Bandai Games",0.0,0.0,0.03,0.0,0.03
"Medabots 9: Metabee / Rokusho","3DS",2015,"Role-Playing","Rocket Company",0.0,0.0,0.03,0.0,0.03
"Hakuoki Zuisouroku Omokage Hana","PSV",2015,"Action","Idea Factory",0.0,0.0,0.03,0.0,0.03
"Hearts of Iron IV","PC",2016,"Strategy","Paradox Interactive",0.0,0.03,0.0,0.0,0.03
"thinkSMART FAMILY!","Wii",2010,"Misc","Conspiracy Entertainment",0.03,0.0,0.0,0.0,0.03
"Last Escort: Club Katze","PSP",2010,"Adventure","D3Publisher",0.0,0.0,0.03,0.0,0.03
"Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wei-Hen","PSP",2010,"Adventure","Yeti",0.0,0.0,0.03,0.0,0.03
"Phantasy Star Online 2 Episode 4: Deluxe Package","PS4",2017,"Role-Playing","Sega",0.0,0.0,0.03,0.0,0.03
"Timmy Time","DS",2011,"Action","Avanquest",0.0,0.03,0.0,0.0,0.03
"Infinite Stratos 2: Ignition Hearts","PSV",2014,"Adventure","5pb",0.0,0.0,0.03,0.0,0.03
"Airship Q","PSV",2015,"Platform","Cygames",0.0,0.0,0.03,0.0,0.03
"Jikandia: The Timeless Land","PSP",2010,"Role-Playing","Idea Factory",0.03,0.0,0.0,0.0,0.03
"Super Heroine Chronicle","PS3",2014,"Role-Playing","Namco Bandai Games",0.0,0.0,0.03,0.0,0.03
"Boot Camp Academy","Wii",2010,"Action","Zoo Games",0.03,0.0,0.0,0.0,0.03
"Kiniro no Corda 3","PS2",2010,"Adventure","Tecmo Koei",0.0,0.0,0.03,0.0,0.03
"Zero Escape: Virtue's Last Reward","3DS",2012,"Adventure","Rising Star Games",0.03,0.0,0.0,0.0,0.03
"Darkstalkers Resurrection","PS3",2013,"Fighting","Capcom",0.0,0.0,0.03,0.0,0.03
"Take On Helicopters","PC",2011,"Simulation","Unknown",0.0,0.02,0.0,0.01,0.03
"Shaun White Skateboarding","PC",2010,"Sports","Ubisoft",0.0,0.03,0.0,0.01,0.03
"MotoGP 15","XOne",2015,"Racing","Milestone S.r.l.",0.0,0.03,0.0,0.0,0.03
"NBA 2K13","PC",2012,"Sports","Take-Two Interactive",0.0,0.02,0.0,0.0,0.03
"Mother Goose no Himitsu no Yakata","PSP",2011,"Adventure","Quinrose",0.0,0.0,0.03,0.0,0.03
"Renai 0 Kilometer","PSP",2013,"Adventure","Alchemist",0.0,0.0,0.03,0.0,0.03
"Summon Night 6: Lost Borders","PS4",2016,"Action","Namco Bandai Games",0.0,0.0,0.03,0.0,0.03
"Alia's Carnival! Sacrament","PSV",2015,"Adventure","dramatic create",0.0,0.0,0.03,0.0,0.03
"StormLover","PSP",2010,"Adventure","D3Publisher",0.0,0.0,0.03,0.0,0.03
"Gloria Union","PSP",2011,"Role-Playing","Atlus",0.0,0.0,0.03,0.0,0.03
"Ebikore Photo Kano Kiss","PSV",2015,"Action","Kadokawa Games",0.0,0.0,0.03,0.0,0.03
"Bad Apple Wars","PSV",2015,"Action","Idea Factory",0.0,0.0,0.03,0.0,0.03
"Transformers: Devastation","PC",2015,"Action","Activision",0.0,0.03,0.0,0.0,0.03
"Jyuzaengi: Engetsu Sangokuden","PSP",2012,"Action","Idea Factory",0.0,0.0,0.03,0.0,0.03
"Shin Sangoku Musou Online: Kamishou Ranbu","PS3",2010,"Action","Tecmo Koei",0.0,0.0,0.03,0.0,0.03
"Kokoro no Kokoron","DS",2011,"Misc","Namco Bandai Games",0.0,0.0,0.03,0.0,0.03
"Keshisasu-Kun: Battle Kas-tival","DS",2010,"Action","Konami Digital Entertainment",0.0,0.0,0.03,0.0,0.03
"Kaidan Restaurant: Zoku! Shin Menu 100-Sen","DS",2011,"Misc","Namco Bandai Games",0.0,0.0,0.03,0.0,0.03
"Dance Dance Revolution: Hottest Party 5","Wii",2011,"Misc","Konami Digital Entertainment",0.0,0.03,0.0,0.0,0.03
"Kyokugen Dasshutsu ADV: Zennin Shiboudesu","3DS",2012,"Adventure","ChunSoft",0.0,0.0,0.03,0.0,0.03
"Renai Revenge","PSV",2015,"Adventure","TGL",0.0,0.0,0.03,0.0,0.03
"Atelier Shallie Plus: Alchemists of the Dusk Sea","PSV",2016,"Role-Playing","Tecmo Koei",0.0,0.0,0.03,0.0,0.03
"Dennou Senki Virtual-On Force","X360",2010,"Fighting","Sega",0.0,0.0,0.03,0.0,0.03
"Langrisser: Re:Incarnation Tensei","3DS",2015,"Role-Playing","Extreme Entertainment Group",0.02,0.0,0.01,0.0,0.03
"Nettou! Powerful Koushien","DS",2010,"Sports","Konami Digital Entertainment",0.0,0.0,0.03,0.0,0.03
"Lords of the Fallen","PC",2014,"Role-Playing","Square Enix",0.0,0.03,0.0,0.0,0.03
"Great Edo Blacksmith","PSV",2014,"Adventure","Nippon Ichi Software",0.0,0.0,0.03,0.0,0.03
"Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi","WiiU",2014,"Misc","Namco Bandai Games",0.0,0.0,0.03,0.0,0.03
"Shantae and the Pirate's Curse","3DS",2015,"Platform","Intergrow",0.0,0.0,0.03,0.0,0.03
"The Peanuts Movie: Snoopy's Grand Adventure","3DS",2015,"Action","Activision",0.0,0.03,0.0,0.0,0.03
"Power Rangers Super Megaforce","3DS",2014,"Action","Namco Bandai Games",0.01,0.01,0.0,0.0,0.03
"Teenage Mutant Ninja Turtles: Mutants in Manhattan","X360",2016,"Action","Activision",0.01,0.02,0.0,0.0,0.03
"Cabela's Big Game Hunter: Pro Hunts","PS3",2014,"Shooter","Activision",0.03,0.0,0.0,0.0,0.03
"Judie no Atelier: Guramnat no Renkinjutsu - Toraware no Morito","PSP",2010,"Role-Playing","Gust",0.0,0.0,0.03,0.0,0.03
"Senko no Ronde DUO","X360",2010,"Fighting","G.Rev",0.0,0.0,0.03,0.0,0.03
"Katekyoo Hitman Reborn! Kizuna no Tag Battle","PSP",2010,"Fighting","Marvelous Interactive",0.0,0.0,0.03,0.0,0.03
"Hudson x GReeeeN Live!? DeeeeS!?","DS",2010,"Misc","Hudson Soft",0.0,0.0,0.03,0.0,0.03
"DJ Max Portable 3","PSP",2010,"Misc","CyberFront",0.01,0.0,0.02,0.0,0.03
"The Idolmaster: Gravure For You! Vol. 5","PS3",2012,"Misc","Namco Bandai Games",0.0,0.0,0.03,0.0,0.03
"S.Y.K Renshouden","PS2",2010,"Adventure","Idea Factory",0.0,0.0,0.03,0.0,0.03
"Casino Chaos With Las Vegas Players Collection","PC",2011,"Misc","THQ",0.03,0.0,0.0,0.0,0.03
"Hiiro no Kakera: Shin Tamayori Hime Denshou - Piece of Future","PSP",2011,"Adventure","Idea Factory",0.0,0.0,0.03,0.0,0.03
"Doom 3 BFG Edition","PC",2012,"Shooter","Bethesda Softworks",0.0,0.02,0.0,0.01,0.03
"Emily Archer and the Curse of Tutankhamun","DS",2011,"Adventure","Mastertronic",0.0,0.03,0.0,0.0,0.03
"Muv-Luv Alternative: Total Eclipse","PS3",2013,"Simulation","5pb",0.0,0.0,0.03,0.0,0.03
"Star Wars: The Force Unleashed II","PC",2010,"Action","LucasArts",0.03,0.0,0.0,0.0,0.03
"Need for Speed (2015)","PC",2016,"Racing","Electronic Arts",0.0,0.03,0.0,0.0,0.03
"Monster Hunter Frontier Online: Season 10","X360",2011,"Role-Playing","Capcom",0.0,0.0,0.03,0.0,0.03
"Armored Core: Last Raven Portable","PSP",2010,"Simulation","From Software",0.0,0.0,0.03,0.0,0.03
"SD Gundam: Gashapon Wars","Wii",2010,"Strategy","Namco Bandai Games",0.0,0.0,0.03,0.0,0.03
"Commander: Conquest of the Americas","PC",2010,"Strategy","Paradox Interactive",0.0,0.02,0.0,0.01,0.03
"Kung Fu Panda: Showdown of Legendary Legends","X360",2015,"Action","Little Orbit",0.0,0.03,0.0,0.0,0.03
"MapleStory DS","DS",2010,"Role-Playing","Nexon",0.0,0.0,0.03,0.0,0.03
"Phantasy Star Online 2: Episode 3 Deluxe Package","PSV",2015,"Action","Sega",0.0,0.0,0.03,0.0,0.03
"Let's Dance with Mel B","PS3",2011,"Sports","Black Bean Games",0.0,0.02,0.0,0.01,0.03
"Beyblade Evolution","3DS",2013,"Action","Rising Star Games",0.02,0.01,0.0,0.0,0.03
"Pro Cycling Manager 2016","PC",2016,"Sports","Focus Home Interactive",0.0,0.03,0.0,0.0,0.03
"Heathcliff! The Fast and the Furriest","Wii",2010,"Racing","Storm City Games",0.03,0.0,0.0,0.0,0.03
"Hyperdimension Neptunia Vs. Sega Hard Girls: Yume no Gattai Special","PSV",2015,"Role-Playing","Compile Heart",0.0,0.0,0.03,0.0,0.03
"Gekiatsu!! Pachi Game Tamashi Vol. 1: CR Evangelion - Shinjitsu no Tsubasa","PSP",2011,"Misc","Unknown",0.0,0.0,0.03,0.0,0.03
"Winx Club: Rockstars","DS",2010,"Adventure","Namco Bandai Games",0.0,0.03,0.0,0.0,0.03
"Oumagatoki: Kaidan Romance","PSP",2012,"Action","Quinrose",0.0,0.0,0.03,0.0,0.03
"Heroes of Hellas 2: Olympia","DS",2012,"Puzzle","Unknown",0.0,0.03,0.0,0.0,0.03
"Young Justice: Legacy","3DS",2013,"Action","Namco Bandai Games",0.03,0.0,0.0,0.0,0.03
"Bladestorm: Nightmare","PS3",2015,"Action","Tecmo Koei",0.0,0.0,0.03,0.0,0.03
"NatGeo Challenge! Wild Life","X360",2010,"Misc","Black Bean Games",0.0,0.02,0.0,0.0,0.03
"Higurashi no Naku Koro ni Iki","PSV",2015,"Action","Kaga Create",0.0,0.0,0.03,0.0,0.03
"HappinessCharge PreCure! Kawarun Collection","3DS",2014,"Misc","Namco Bandai Games",0.0,0.0,0.03,0.0,0.03
"Megpoid the Music#","PSP",2013,"Misc","Asgard",0.0,0.0,0.03,0.0,0.03
"Game of Thrones (Telltale)","XOne",2015,"Adventure","Telltale Games",0.03,0.0,0.0,0.0,0.03
"Rugby League Live","PS3",2010,"Sports","Home Entertainment Suppliers",0.0,0.02,0.0,0.01,0.03
"OZMAFIA!! -vivace-","PSV",2015,"Adventure","dramatic create",0.0,0.0,0.03,0.0,0.03
"Girls Only","DS",2010,"Simulation","Foreign Media Games",0.03,0.0,0.0,0.0,0.03
"Detective Opera: Milky Holmes 2","PSP",2012,"Adventure","BushiRoad",0.0,0.0,0.03,0.0,0.03
"Blaze Union: Story to Reach the Future","PSP",2010,"Role-Playing","Sting",0.0,0.0,0.03,0.0,0.03
"Attack on Titan (KOEI)","XOne",2016,"Action","Tecmo Koei",0.01,0.01,0.0,0.0,0.03
"Medabots Girls Mission: Metabee Ver. / Rokusho Ver.","3DS",2016,"Role-Playing","Rocket Company",0.0,0.0,0.03,0.0,0.03
"Higurashi no Naku Koro ni Kizuna: Dai-Yon-Kan - Kizuna","DS",2010,"Adventure","Alchemist",0.0,0.0,0.03,0.0,0.03
"My Hero Academia: Battle for All","3DS",2016,"Action","Namco Bandai Games",0.0,0.0,0.03,0.0,0.03
"Nisekoi: Yomeiri!?","PSV",2014,"Adventure","Konami Digital Entertainment",0.0,0.0,0.03,0.0,0.03
"New Tokyo Legacy: Operation Babel","PSV",2015,"Role-Playing","5pb",0.0,0.0,0.03,0.0,0.03
"Gekiatsu!! Pachi Game Tamashi Vol. 2: CR Evangelion - Shinjitsu no Tsubasa","PS3",2011,"Misc","Unknown",0.0,0.0,0.03,0.0,0.03
"Rugby League Live 3","X360",2015,"Action","Tru Blu Entertainment",0.0,0.03,0.0,0.0,0.03
"Triple Pack: Xbox Live Arcade Compilation","X360",2011,"Misc","Microsoft Game Studios",0.03,0.0,0.0,0.0,0.03
"101-in-1 Sports Party Megamix","Wii",2010,"Sports","Nordcurrent",0.02,0.0,0.0,0.0,0.03
"The Croods: Prehistoric Party!","WiiU",2013,"Misc","D3Publisher",0.01,0.01,0.0,0.0,0.03
"Exist Archive: The Other Side of the Sky","PS4",2015,"Role-Playing","Aksys Games",0.0,0.0,0.03,0.0,0.03
"DeathSmiles II","X360",2010,"Shooter","Cave",0.0,0.0,0.03,0.0,0.03
"Romance of the Three Kingdoms II","3DS",2015,"Strategy","Tecmo Koei",0.0,0.0,0.03,0.0,0.03
"Hyakumanton no Bara Bara","PSP",2010,"Strategy","Sony Computer Entertainment",0.0,0.0,0.03,0.0,0.03
"The Great Mystery Hidden Object Package 5","PC",2015,"Adventure","Rondomedia",0.0,0.03,0.0,0.0,0.03
"1000 Cooking Recipes from ELLE à table","DS",2010,"Misc","Nintendo",0.0,0.02,0.0,0.0,0.03
"Stellaris","PC",2016,"Strategy","Paradox Interactive",0.0,0.03,0.0,0.0,0.03
"Sokukoku no Kusabi: Hiiro no Kakera 3 Portable","PSP",2010,"Adventure","Idea Factory",0.0,0.0,0.03,0.0,0.03
"PopCap Hits! Vol 2","X360",2011,"Misc","Mastertronic",0.0,0.03,0.0,0.0,0.03
"Ao no Kanata no Four Rhythm","PSV",2016,"Adventure","Unknown",0.0,0.0,0.03,0.0,0.03
"Mystery Trackers: The Void","PC",2011,"Puzzle","Focus Home Interactive",0.0,0.02,0.0,0.01,0.03
"Trine 2","WiiU",2012,"Platform","Atlus",0.0,0.03,0.0,0.0,0.03
"Botanicula","PC",2012,"Adventure","Daedalic Entertainment",0.0,0.02,0.0,0.0,0.03
"Parfait","PSV",2015,"Adventure","TGL",0.0,0.0,0.03,0.0,0.03
"The King of Fighters Portable '94~'98: Chapter of Orochi","PSP",2010,"Fighting","SNK Playmore",0.0,0.0,0.03,0.0,0.03
"Nisenochigiri: Omoide no Saki e","PSP",2011,"Adventure","Idea Factory",0.0,0.0,0.03,0.0,0.03
"Rugby League Live","X360",2010,"Sports","Home Entertainment Suppliers",0.0,0.02,0.0,0.0,0.03
"Age of Conan: Rise of the Godslayer","PC",2010,"Role-Playing","Funcom",0.0,0.02,0.0,0.0,0.03
"Mega Minis Volume 2","PSP",2011,"Misc","Sony Computer Entertainment",0.0,0.02,0.0,0.01,0.03
"Kamigami no Asobi","PSP",2013,"Adventure","Broccoli",0.0,0.0,0.03,0.0,0.03
"Onechanbara Z Kagura","X360",2012,"Action","D3Publisher",0.0,0.0,0.03,0.0,0.03
"Ride","PC",2015,"Racing","Milestone S.r.l.",0.0,0.03,0.0,0.0,0.03
"Tsuku Monogatari","PSP",2011,"Adventure","FuRyu",0.0,0.0,0.03,0.0,0.03
"Kaitou Tenshi Twin Angel: Toki to Sekai no Meikyuu","PSP",2011,"Adventure","Alchemist",0.0,0.0,0.03,0.0,0.03
"Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wu-Hen","PSP",2010,"Adventure","Yeti",0.0,0.0,0.03,0.0,0.03
"Harukanaru Toki no Naka de 5: Kazahanaki","PSP",2012,"Role-Playing","Ackkstudios",0.0,0.0,0.03,0.0,0.03
"The IdolM@ster: Gravure For You! Vol. 6","PS3",2012,"Action","Namco Bandai Games",0.0,0.0,0.03,0.0,0.03
"Schlag den Raab","PC",2010,"Misc","Namco Bandai Games",0.0,0.02,0.0,0.01,0.03
"Ghostbusters (2016)","PS4",2016,"Action","Activision",0.02,0.0,0.0,0.01,0.03
"Secrets of the Titanic","DS",2012,"Action","Avanquest Software",0.0,0.02,0.0,0.0,0.03
"Harukanaru Toki no Naka de 6","PSV",2015,"Action","Tecmo Koei",0.0,0.0,0.03,0.0,0.03
"Dream Club Zero Portable","PSV",2011,"Simulation","D3Publisher",0.0,0.0,0.03,0.0,0.03
"Samurai Warriors 2","PS3",2013,"Action","Tecmo Koei",0.0,0.0,0.03,0.0,0.03
"TV Total Events","Wii",2011,"Misc","7G//AMES",0.0,0.02,0.0,0.0,0.03
"Darius Burst: Chronicle Saviours","PSV",2016,"Action","Kadokawa Games",0.0,0.0,0.03,0.0,0.03
"Biohazard: Revival Selection","X360",2011,"Action","Capcom",0.0,0.0,0.03,0.0,0.03
"Labyrinth Cross Blood: Infinity","PSV",2013,"Role-Playing","CyberFront",0.0,0.0,0.03,0.0,0.03
"UK Truck Simulator","PC",2010,"Simulation","N/A",0.0,0.03,0.0,0.0,0.03
"Gudetama: Hanjuku de Tanomuwa","3DS",2015,"Action","Rocket Company",0.0,0.0,0.03,0.0,0.03
"Magicka","PC",2011,"Role-Playing","Paradox Interactive",0.0,0.02,0.0,0.01,0.03
"Star Trek: The Game","PC",2013,"Action","Namco Bandai Games",0.0,0.02,0.0,0.0,0.03
"Otome wa Oanesama ni Koi Shiteru Portable: 2-Jin no Elder","PSP",2011,"Adventure","Alchemist",0.0,0.0,0.03,0.0,0.03
"Monster Hunter Frontier Online: Forward 1","X360",2011,"Role-Playing","Capcom",0.0,0.0,0.03,0.0,0.03
"Starry ? Sky: In Winter","PSP",2011,"Misc","Asgard",0.0,0.0,0.03,0.0,0.03
"Aegis of Earth: Protonovus Assault","PS3",2016,"Action","PQube",0.01,0.01,0.0,0.0,0.03
"Saka Agari Hurricane Portable","PSP",2011,"Adventure","Alchemist",0.0,0.0,0.03,0.0,0.03
"King Arthur II","PC",2011,"Strategy","Paradox Interactive",0.0,0.02,0.0,0.0,0.03
"Jewel Match 2","DS",2012,"Puzzle","Easy Interactive",0.0,0.02,0.0,0.0,0.03
"Hanayaka Kana, Ware ga Ichizoku Twin Pack","PSP",2011,"Misc","Idea Factory",0.0,0.0,0.03,0.0,0.03
"Kaizoku Sentai Gokaiger: Atsumete Henshin! 35 Sentai!","DS",2011,"Action","Namco Bandai Games",0.0,0.0,0.03,0.0,0.03
"Pro Evolution Soccer 2017","XOne",2016,"Sports","Konami Digital Entertainment",0.0,0.02,0.0,0.0,0.03
"Jewel Quest 5: The Sleepless Star","DS",2012,"Action","Licensed 4U",0.0,0.02,0.0,0.0,0.03
"Tiger & Bunny: On-Air Jack!","PSP",2012,"Action","Namco Bandai Games",0.0,0.0,0.03,0.0,0.03
"Pro Evolution Soccer 2012","3DS",2011,"Action","Konami Digital Entertainment",0.02,0.0,0.0,0.0,0.03
"Eureka Seven AO: Jungfrau no Hanabanatachi","PS3",2012,"Action","Namco Bandai Games",0.0,0.0,0.03,0.0,0.03
"Xblaze: Lost Memories","PSV",2015,"Adventure","Arc System Works",0.02,0.0,0.0,0.01,0.03
"DiRT Rally","PC",2016,"Racing","Codemasters",0.0,0.03,0.0,0.0,0.03
"Let's Sing 2016","PS4",2015,"Action","FuRyu Corporation",0.02,0.0,0.0,0.01,0.03
"The Golf Club","XOne",2014,"Sports","Unknown",0.02,0.0,0.0,0.0,0.03
"Bigfoot King of Crush","Wii",2011,"Racing","Zoo Games",0.02,0.0,0.0,0.0,0.03
"Infinite Stratos 2: Ignition Hearts","PS3",2014,"Adventure","5pb",0.0,0.0,0.03,0.0,0.03
"Cabela's Big Game Hunter: Pro Hunts","X360",2014,"Shooter","Activision",0.02,0.0,0.0,0.0,0.03
"Nekketsu Kouha Kunio-Kun SP: Rantou Kyousoukyoku","3DS",2013,"Fighting","Arc System Works",0.0,0.0,0.03,0.0,0.03
"Brothers Conflict: Passion Pink","PSP",2012,"Action","Idea Factory",0.0,0.0,0.03,0.0,0.03
"Farm Frenzy 3","DS",2011,"Strategy","Unknown",0.0,0.02,0.0,0.0,0.03
"3DS Classic Collection","3DS",2016,"Misc","Sega",0.02,0.0,0.0,0.0,0.03
"GRID Autosport","PC",2014,"Racing","Codemasters",0.0,0.02,0.0,0.0,0.03
"Divinity II: Flames of Vengeance","PC",2010,"Role-Playing","DTP Entertainment",0.0,0.02,0.0,0.01,0.03
"Air Conflicts: Secret Wars","PC",2011,"Simulation","bitComposer Games",0.0,0.02,0.0,0.01,0.03
"Lost Planet 2","PC",2010,"Shooter","Capcom",0.0,0.02,0.0,0.01,0.03
"AMNESIA World","PSV",2014,"Adventure","Idea Factory",0.0,0.0,0.03,0.0,0.03
"Captain Morgane and the Golden Turtle","PS3",2012,"Adventure","Reef Entertainment",0.0,0.02,0.0,0.01,0.03
"Clannad: Mitsumi Mamoru Sakamichi de - Gekan","PSP",2010,"Adventure","Prototype",0.0,0.0,0.03,0.0,0.03
"Sengoku Efuda Yuugi: Hototogisu Tairan","PSP",2010,"Strategy","Irem Software Engineering",0.0,0.0,0.03,0.0,0.03
"Touch Shot! Love Application","PS3",2012,"Adventure","Compile Heart",0.0,0.0,0.03,0.0,0.03
"Alien Breed Trilogy","X360",2011,"Shooter","Mastertronic",0.0,0.02,0.0,0.0,0.03
"Himoutou! Umaru-Chan: Himoutou Ikusei Keikaku","PSV",2015,"Simulation","FuRyu",0.0,0.0,0.03,0.0,0.03
"Sengoku Basara: Sanada Yukimura-Den","PS4",2016,"Action","Capcom",0.0,0.0,0.03,0.0,0.03
"Kisuato","PSV",2015,"Adventure","TGL",0.0,0.0,0.03,0.0,0.03
"The Legend of Korra (3DS)","3DS",2014,"Strategy","Activision",0.02,0.0,0.0,0.0,0.03
"Monster High 13 Wishes","WiiU",2013,"Action","Little Orbit",0.02,0.0,0.0,0.0,0.03
"Steins;Gate 0","PS3",2015,"Adventure","5pb",0.0,0.0,0.03,0.0,0.03
"Captain Morgane and the Golden Turtle","PC",2012,"Adventure","Reef Entertainment",0.0,0.02,0.0,0.0,0.03
"Let's Play Ballerina","Wii",2010,"Sports","Deep Silver",0.02,0.0,0.0,0.0,0.03
"Disney Planes Fire & Rescue","WiiU",2014,"Action","Disney Interactive Studios",0.01,0.01,0.0,0.0,0.03
"Dream Girl Premier","3DS",2015,"Misc","Alchemist",0.0,0.0,0.03,0.0,0.03
"Senran Kagura: Bon Appétit!","PSV",2014,"Misc","Marvelous Entertainment",0.0,0.0,0.03,0.0,0.03
"The Peanuts Movie: Snoopy's Grand Adventure","PS4",2015,"Action","Activision",0.0,0.02,0.0,0.0,0.03
"Imagine: Sweet 16","DS",2010,"Simulation","Ubisoft",0.02,0.0,0.0,0.0,0.03
"Magicka Collection","PC",2011,"Adventure","Unknown",0.0,0.02,0.0,0.0,0.03
"Tokushu Houdoubu","PSV",2012,"Adventure","Nippon Ichi Software",0.0,0.0,0.03,0.0,0.03
"Terraria","WiiU",2016,"Action","505 Games",0.0,0.02,0.0,0.0,0.03
"I Heart Geeks","DS",2011,"Puzzle","CDV Software Entertainment",0.02,0.0,0.0,0.0,0.03
"Wand of Fortune 2: Jikuu ni Shizumu Mokushiroku","PSP",2011,"Adventure","Idea Factory",0.0,0.0,0.03,0.0,0.03
"Little Busters! Converted Edition","PSV",2012,"Action","Prototype",0.0,0.0,0.03,0.0,0.03
"MeiQ no Chika Ni Shisu: A Maze to Eradicate Them All","PSV",2015,"Role-Playing","Idea Factory",0.0,0.01,0.01,0.0,0.03
